"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
4891,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4892,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
4893,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
4894,"Poisonous","f","s","b","t","Creosote","f","c","b","w","t","b","f","s","w","w","p","w","o","p","Brown","s","u"
4895,"Poisonous","x","f","g","f","Anise","f","c","n","g","e","b","s","s","w","w","p","w","o","p","Buff","v","d"
4896,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4897,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4898,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4899,"Edible","x","y","r","f","Musty","f","c","n","p","e","?","s","f","w","w","p","w","o","f","Brown","y","d"
4900,"Edible","f","y","w","f","Musty","f","c","n","h","e","?","s","f","w","w","p","w","o","f","Brown","v","d"
4901,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","d"
4902,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4903,"Poisonous","f","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4904,"Poisonous","x","y","e","f","Spicy","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","p"
4905,"Poisonous","x","y","e","f","Spicy","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
4906,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","y","d"
4907,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","v","g"
4908,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
4909,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","g"
4910,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","d"
4911,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4912,"Edible","f","s","e","t","Musty","f","c","b","w","e","?","s","s","w","e","p","w","t","e","White","c","w"
4913,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4914,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4915,"Poisonous","f","s","g","t","Creosote","f","c","b","p","t","b","f","s","w","w","p","w","o","p","Brown","s","g"
4916,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","v","g"
4917,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","y","d"
4918,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4919,"Poisonous","x","s","g","t","Creosote","f","c","b","h","t","b","f","f","w","w","p","w","o","p","Brown","v","u"
4920,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4921,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","v","g"
4922,"Poisonous","x","s","w","f","Anise","f","c","n","n","e","b","s","s","w","w","p","w","o","p","Buff","v","d"
4923,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4924,"Edible","f","y","e","t","Musty","f","c","b","u","t","b","s","s","p","w","p","w","o","p","Chocolate","y","d"
4925,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4926,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","y","p"
4927,"Edible","k","s","b","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4928,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","v","g"
4929,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","d"
4930,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4931,"Edible","x","f","n","f","Musty","f","w","n","w","e","b","s","f","w","n","p","w","o","e","White","v","l"
4932,"Edible","x","y","e","t","Musty","f","c","b","e","e","?","s","s","e","e","p","w","t","e","White","c","w"
4933,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","v","p"
4934,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","v","g"
4935,"Poisonous","f","s","g","t","Creosote","f","c","b","h","t","b","f","f","w","w","p","w","o","p","Brown","v","g"
4936,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","g"
4937,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","v","p"
4938,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","g"
4939,"Poisonous","x","y","n","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
4940,"Edible","k","s","b","t","Musty","f","c","b","w","e","?","s","s","e","w","p","w","t","e","White","c","w"
4941,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4942,"Poisonous","x","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","p"
4943,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4944,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","d"
4945,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
4946,"Edible","k","s","p","t","Musty","f","c","b","w","e","?","s","s","e","e","p","w","t","e","White","c","w"
4947,"Poisonous","f","y","n","f","Musty","f","c","n","w","e","?","k","y","w","n","p","w","o","e","White","v","d"
4948,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","d"
4949,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4950,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4951,"Poisonous","f","s","b","t","Creosote","f","c","b","w","t","b","f","f","w","w","p","w","o","p","Brown","v","u"
4952,"Edible","f","s","b","t","Musty","f","c","b","w","e","?","s","s","w","w","p","w","t","e","White","c","w"
4953,"Poisonous","f","s","w","t","Creosote","f","c","b","w","t","b","f","f","w","w","p","w","o","p","Brown","s","u"
4954,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4955,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
4956,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","p"
4957,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","g"
4958,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","v","d"
4959,"Poisonous","x","s","b","t","Creosote","f","c","b","h","t","b","s","s","w","w","p","w","o","p","Brown","v","u"
4960,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4961,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4962,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4963,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","d"
4964,"Poisonous","f","s","g","t","Creosote","f","c","b","p","t","b","s","f","w","w","p","w","o","p","Brown","s","u"
4965,"Edible","f","s","b","t","Musty","f","c","b","w","e","?","s","s","w","e","p","w","t","e","White","c","w"
4966,"Edible","x","s","p","t","Musty","f","c","b","w","e","?","s","s","e","e","p","w","t","e","White","c","w"
4967,"Edible","k","s","n","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4968,"Poisonous","f","y","p","t","Musty","f","c","b","g","e","b","s","s","w","w","p","w","t","p","Orange","v","g"
4969,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
4970,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
4971,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","g"
4972,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","d"
4973,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4974,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","d"
4975,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4976,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4977,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","v","g"
4978,"Poisonous","f","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","y","g"
4979,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
4980,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4981,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","v","g"
4982,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4983,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4984,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4985,"Edible","f","y","u","f","Musty","f","c","n","w","e","?","s","f","w","w","p","w","o","f","Brown","y","d"
4986,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","g"
4987,"Poisonous","x","y","n","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","l"
4988,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","v","g"
4989,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4990,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
4991,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4992,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4993,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4994,"Edible","f","s","b","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4995,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4996,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4997,"Edible","x","s","n","t","Musty","f","c","b","w","e","?","s","s","w","e","p","w","t","e","White","c","w"
4998,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4999,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
5000,"Poisonous","x","y","n","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
5001,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","v","d"
5002,"Poisonous","x","y","n","f","Musty","f","c","n","w","e","?","k","y","w","n","p","w","o","e","White","v","d"
5003,"Poisonous","b","s","b","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","Orange","v","g"
5004,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","d"
5005,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","y","d"
5006,"Edible","f","y","u","f","Musty","f","c","n","u","e","?","s","f","w","w","p","w","o","f","Brown","y","d"
5007,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
5008,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
5009,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
5010,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
5011,"Edible","x","y","e","t","Musty","f","c","b","w","e","?","s","s","e","w","p","w","t","e","White","c","w"
5012,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","g"
5013,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","g"
5014,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
5015,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","p"
5016,"Edible","k","s","b","t","Musty","f","c","b","w","e","?","s","s","w","e","p","w","t","e","White","c","w"
5017,"Poisonous","f","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
5018,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
5019,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","d"
5020,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
5021,"Poisonous","f","s","w","t","Creosote","f","c","b","h","t","b","s","f","w","w","p","w","o","p","Brown","v","u"
5022,"Poisonous","x","s","g","f","Anise","f","c","n","p","e","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
5023,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
5024,"Edible","f","y","u","f","Musty","f","c","n","p","e","?","s","f","w","w","p","w","o","f","Brown","v","d"
5025,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","y","d"
5026,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
5027,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
5028,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
5029,"Poisonous","x","s","g","t","Creosote","f","c","b","p","t","b","f","s","w","w","p","w","o","p","Brown","s","u"
5030,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
5031,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
5032,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
5033,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
5034,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","v","g"
5035,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","y","d"
5036,"Poisonous","x","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
5037,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
5038,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
5039,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
5040,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","y","p"
5041,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
5042,"Poisonous","x","y","n","f","Pungent","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","l"
5043,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
5044,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","p"
5045,"Poisonous","f","s","b","t","Creosote","f","c","b","w","t","b","f","s","w","w","p","w","o","p","Brown","v","g"
5046,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
